airline_origin,min_taxi,max_taxi,avg_taxi
NW-ORF,0.0,187.0,22.263472
NW-PHL,0.0,279.0,29.913265
NW-PIT,0.0,192.0,25.462631
NW-PSP,0.0,88.0,20.13
NW-RDU,0.0,148.0,22.644182
NW-RIC,0.0,133.0,21.76069
NW-ROC,0.0,193.0,23.572498
NW-SAT,0.0,136.0,20.820364
NW-SAV,0.0,69.0,30.519773
NW-SBN,0.0,53.0,17.726963
NW-SDF,0.0,144.0,21.043095
NW-SEA,0.0,183.0,25.273228
NW-SGF,0.0,124.0,18.284906
NW-SLC,0.0,196.0,25.08013
NW-SMF,0.0,105.0,20.994108
NW-SRQ,0.0,84.0,23.803194
NW-SYR,0.0,164.0,26.63801
NW-TUS,0.0,88.0,21.164371
NW-TYS,0.0,64.0,18.374449
OH-ACY,0.0,1459.0,23.885199
OH-AGS,0.0,759.0,25.205883
OH-ALB,0.0,929.0,20.336718
OH-ATL,0.0,2780.0,33.147507
OH-AVL,0.0,1452.0,23.07938
OH-AVP,0.0,1468.0,25.932375
OH-BGM,0.0,1465.0,23.446363
OH-BGR,0.0,1458.0,22.111149
OH-BIL,0.0,1464.0,34.214935
OH-BNA,0.0,1463.0,22.53853
OH-BUF,0.0,1467.0,30.096878
OH-CAK,0.0,1506.0,24.739077
OH-CHA,0.0,1449.0,15.196891
OH-CHO,0.0,1459.0,18.416006
OH-CID,0.0,1521.0,17.49356
OH-CKB,9.0,1443.0,371.75
OH-CMI,0.0,437.0,15.398474
OH-CRW,0.0,1448.0,17.338112
OH-CVG,0.0,2777.0,23.68259
OH-DAY,0.0,1452.0,18.83935
OH-DCA,0.0,2583.0,26.85327
OH-DEN,0.0,223.0,20.603895
OH-DTW,0.0,2855.0,26.838842
OH-EWR,0.0,1510.0,28.820854
OH-FNT,0.0,1458.0,28.454893
OH-GPT,0.0,94.0,20.05814
OH-GSP,0.0,1465.0,23.34268
OH-HLN,0.0,1424.0,29.308214
OH-HOU,0.0,1459.0,24.391197
OH-HPN,0.0,1477.0,29.107111
OH-HTS,0.0,1445.0,15.407423
OH-IAH,0.0,1458.0,23.56468
OH-ICT,0.0,1470.0,26.590961
OH-ISP,0.0,1607.0,35.396545
OH-JAX,0.0,1463.0,24.913307
OH-JFK,0.0,1621.0,43.497234
OH-LAN,0.0,1462.0,19.57722
OH-LEX,0.0,1456.0,20.842812
OH-LGA,0.0,1502.0,35.220184
OH-LIT,0.0,1453.0,22.265362
OH-MKE,0.0,1462.0,20.840977
OH-MLB,0.0,1157.0,20.416363
OH-MSN,0.0,1461.0,20.50354
OH-MYR,0.0,1505.0,20.332584
OH-OMA,0.0,1464.0,19.611954
OH-ORD,0.0,1522.0,30.227396
OH-PBI,0.0,1462.0,21.915161
OH-PHL,0.0,3925.0,32.657352
OH-PVD,0.0,1464.0,22.707508
OH-PWM,0.0,1451.0,22.669155
OH-RIC,0.0,1471.0,24.929186
OH-RNO,14.0,27.0,17.333334
OH-ROA,0.0,1458.0,20.088032
OH-SAV,0.0,1455.0,23.413252
OH-SBA,0.0,582.0,20.069826
OH-SFO,0.0,1385.0,30.893442
OH-SGF,0.0,1447.0,18.762041
OH-STL,0.0,1653.0,25.204214
OH-SWF,0.0,1469.0,30.91019
OH-TLH,0.0,1332.0,18.170408
OH-TOL,0.0,1454.0,19.165577
OH-TVC,0.0,55.0,16.546038
OH-XNA,0.0,1454.0,23.838125
OO-ABI,0.0,1911.0,15.17336
OO-ABQ,0.0,177.0,18.23247
OO-ACV,0.0,131.0,12.657086
OO-ATL,0.0,176.0,27.28457
OO-ATW,0.0,147.0,19.254765
OO-AUS,0.0,215.0,21.314716
OO-BFF,6.0,6.0,6.0
OO-BFL,0.0,1447.0,15.875542
OO-BIL,0.0,115.0,16.314474
OO-BIS,0.0,151.0,17.671652
OO-BLI,0.0,68.0,18.182796
OO-BMI,0.0,183.0,23.259888
OO-BPT,0.0,130.0,12.995332
OO-BUR,0.0,128.0,18.827387
OO-BWI,0.0,154.0,17.44081
OO-CHS,0.0,167.0,23.84311
OO-CIC,0.0,153.0,14.821517
OO-CID,0.0,203.0,20.842081
OO-CLD,0.0,85.0,13.3383045
OO-CLE,0.0,233.0,25.36184
OO-CLT,0.0,59.0,26.013123
OO-COD,0.0,141.0,14.804816
OO-CPR,0.0,145.0,15.300705
OO-CVG,0.0,211.0,26.887924
OO-CWA,0.0,171.0,20.178032
OO-CYS,8.0,18.0,13.0
OO-DEN,0.0,1459.0,20.735376
OO-DRO,0.0,111.0,17.08
OO-DSM,0.0,237.0,20.787346
OO-EKO,0.0,111.0,12.575018
OO-EWR,0.0,234.0,32.768623
OO-FAR,0.0,200.0,21.431635
OO-FAT,0.0,438.0,15.184538
OO-FCA,0.0,155.0,17.565704
OO-FMN,8.0,20.0,13.0
OO-GCC,8.0,84.0,19.02312
OO-GRB,0.0,224.0,20.633673
OO-GRK,0.0,97.0,14.618635
OO-GSO,0.0,112.0,23.136284
OO-GSP,0.0,231.0,25.629583
OO-HDN,0.0,148.0,21.86707
OO-HLN,0.0,108.0,16.05504
OO-HPN,0.0,225.0,29.405804
OO-HSV,0.0,97.0,22.75763
OO-IAD,21.0,123.0,40.857143
OO-IAH,0.0,287.0,19.801014
OO-ICT,0.0,233.0,20.68167
OO-IDA,0.0,281.0,15.873011
OO-ILE,0.0,131.0,15.080602
OO-IPL,0.0,92.0,13.930191
OO-IYK,0.0,359.0,17.579199
OO-JAC,0.0,143.0,15.935595
OO-JAN,0.0,106.0,18.308025
OO-JAX,0.0,126.0,21.471512
OO-LAN,0.0,181.0,23.510025
OO-LBB,12.0,12.0,12.0
OO-LGB,0.0,197.0,21.871307
OO-LWS,0.0,106.0,17.554585
OO-MCI,0.0,219.0,20.544703
OO-MDT,0.0,154.0,24.283583
OO-MEM,0.0,252.0,23.725962
OO-MFR,0.0,1282.0,13.712337
OO-MGM,0.0,50.0,16.936842
OO-MKC,22.0,22.0,22.0
OO-MKE,0.0,197.0,21.744766
OO-MLI,0.0,171.0,20.812695
OO-MLU,0.0,109.0,14.538983
OO-MOB,0.0,86.0,22.772728
OO-MOD,0.0,555.0,15.430681
OO-MSY,0.0,78.0,21.444366
OO-MTJ,0.0,104.0,15.539042
OO-OAK,0.0,104.0,20.32182
OO-OGD,5.0,21.0,13.666667
OO-OMA,0.0,737.0,19.979017
OO-OTH,7.0,91.0,17.660643
OO-OXR,0.0,103.0,16.704323
OO-PFN,0.0,46.0,17.304722
OO-PHL,0.0,224.0,26.75186
OO-PHX,0.0,124.0,20.515472
OO-PIH,0.0,134.0,14.3525715
OO-PIT,0.0,175.0,23.395512
OO-PMD,0.0,114.0,18.6606
OO-PNS,0.0,113.0,19.685535
OO-PSC,0.0,144.0,15.968383
OO-PSP,0.0,667.0,15.3830185
OO-PVD,0.0,217.0,27.816668
OO-RAP,0.0,187.0,17.379156
OO-RDD,0.0,97.0,14.231964
OO-RDM,0.0,161.0,14.00529
OO-RFD,0.0,93.0,23.740192
OO-RIC,12.0,43.0,19.821428
OO-ROA,0.0,170.0,21.996758
OO-ROC,0.0,65.0,22.70946
OO-SAT,0.0,201.0,19.976418
OO-SAV,0.0,287.0,24.77696
OO-SBN,0.0,221.0,22.183064
OO-SBP,0.0,93.0,16.075108
OO-SEA,0.0,460.0,13.772689
OO-SFO,0.0,706.0,18.672853
OO-SHV,0.0,67.0,16.753246
OO-SJC,0.0,212.0,18.84359
OO-SLC,0.0,1460.0,21.301088
OO-SLE,0.0,48.0,20.893303
OO-SMF,0.0,184.0,17.01896
OO-SMX,0.0,107.0,16.944078
OO-SNA,0.0,141.0,17.515318
OO-SUN,0.0,1020.0,13.318405
OO-SUX,22.0,22.0,22.0
OO-SYR,0.0,165.0,25.254765
OO-TLH,0.0,1221.0,21.726517
OO-TWF,0.0,167.0,13.963192
OO-TXK,0.0,85.0,13.842592
OO-VPS,0.0,83.0,20.977444
OO-XNA,0.0,202.0,22.06618
OO-YKM,0.0,66.0,18.10174
TW-ABQ,0.0,80.0,18.578648
TW-AUS,0.0,161.0,18.261757
TW-BOS,0.0,141.0,26.68199
TW-BWI,0.0,185.0,21.712128
TW-CLE,0.0,156.0,21.819347
TW-CLT,0.0,98.0,21.050915
TW-CMH,0.0,108.0,17.893547
TW-CVG,0.0,164.0,20.16468
TW-DEN,0.0,134.0,21.888338
TW-DSM,0.0,72.0,16.373127
TW-DTW,0.0,305.0,26.609346
TW-FLL,0.0,118.0,21.362114
TW-FSD,0.0,87.0,17.593077
TW-HDN,0.0,67.0,22.602041
TW-HNL,0.0,49.0,20.390244
TW-ICT,0.0,113.0,17.802528
TW-JAX,0.0,164.0,18.91109
TW-KOA,0.0,60.0,18.47755
TW-LAS,0.0,116.0,21.171211
TW-LGA,0.0,334.0,34.760674
TW-LIT,0.0,172.0,16.83608
TW-LNK,0.0,93.0,15.060016
TW-MCI,0.0,139.0,19.75868
TW-MDT,0.0,83.0,17.793388
TW-MIA,0.0,160.0,23.554789
TW-MSP,0.0,163.0,25.1256
TW-ONT,0.0,70.0,20.68988
TW-ORD,0.0,205.0,25.237762
TW-PHL,0.0,212.0,29.218403
TW-PIA,0.0,36.0,15.882353
TW-PIT,0.0,97.0,22.791882
TW-PWM,0.0,201.0,13.838816
TW-RIC,0.0,119.0,20.831099
TW-RNO,9.0,46.0,16.950413
TW-RSW,0.0,55.0,17.51616
TW-SAN,0.0,99.0,20.892248
TW-SEA,0.0,87.0,21.449677
TW-SFO,0.0,80.0,21.721895
TW-SGF,0.0,191.0,15.465375
TW-SHV,0.0,47.0,14.307074
TW-SJU,0.0,86.0,22.616781
TW-SLC,0.0,134.0,23.60219
TW-SRQ,9.0,132.0,16.56107
TW-STL,0.0,324.0,23.886755
TW-TUL,0.0,138.0,19.82719
TZ-BOS,0.0,205.0,28.770014
TZ-DFW,0.0,214.0,23.432602
TZ-HNL,0.0,88.0,23.112692
TZ-HOU,0.0,79.0,22.864815
TZ-IND,0.0,215.0,19.974442
TZ-LAX,0.0,211.0,20.429604
TZ-LGA,0.0,331.0,31.807158
TZ-LIH,10.0,57.0,18.744186
TZ-MSP,0.0,223.0,25.75728
TZ-OAK,0.0,69.0,19.936
TZ-OGG,0.0,72.0,17.078447
TZ-PHL,0.0,255.0,32.921738
TZ-PIT,0.0,185.0,25.211142
TZ-SJU,0.0,114.0,21.9529
TZ-SRQ,0.0,204.0,19.79985
TZ-TPA,27.0,27.0,27.0
UA-ABE,0.0,117.0,19.028736
UA-BDL,0.0,264.0,23.454218
UA-BIL,0.0,181.0,17.794704
UA-BUR,0.0,187.0,17.386856
UA-BZN,11.0,95.0,21.93365
UA-CID,0.0,126.0,17.645124
UA-CLE,0.0,238.0,27.099237
UA-CMH,0.0,294.0,24.79503
UA-CVG,0.0,256.0,27.094206
UA-DAY,0.0,209.0,26.960566
UA-DCA,0.0,295.0,24.689571
UA-DEN,0.0,276.0,20.590328
UA-EGE,0.0,183.0,26.599215
UA-FSD,0.0,167.0,18.71222
UA-GEG,0.0,168.0,19.012775
UA-GRR,0.0,207.0,21.301098
UA-HPN,0.0,246.0,22.122732
UA-IND,0.0,274.0,24.06764
UA-JAC,0.0,176.0,23.527687
UA-KOA,0.0,106.0,18.037258
UA-LAS,0.0,242.0,24.134426
UA-LGA,0.0,379.0,33.143063
UA-LNK,0.0,155.0,18.732876
UA-MBS,0.0,122.0,17.23617
UA-MCO,0.0,208.0,22.35315
UA-MEM,0.0,79.0,19.99881
UA-MHT,0.0,242.0,23.82401
UA-MIA,0.0,236.0,23.953848
UA-MRY,0.0,64.0,12.372434
UA-MSN,0.0,72.0,16.5
UA-MSO,12.0,107.0,20.382978
UA-MSY,0.0,195.0,18.978306
UA-MTJ,0.0,52.0,20.976076
UA-OGG,0.0,150.0,18.693531
UA-ONT,0.0,202.0,18.734491
UA-ORF,0.0,99.0,18.189617
UA-PDX,0.0,279.0,18.648022
UA-PHL,0.0,294.0,30.410774
UA-PIT,0.0,291.0,26.378288
UA-PVD,0.0,244.0,21.749058
UA-PWM,0.0,207.0,18.555964
UA-RIC,0.0,271.0,20.591352
UA-RNO,0.0,152.0,19.37837
UA-SAT,0.0,214.0,19.39561
UA-SBA,0.0,80.0,12.707805
UA-SFO,0.0,228.0,23.789772
UA-SLC,0.0,230.0,22.302925
UA-SMF,0.0,231.0,20.369572
UA-STL,0.0,227.0,22.466291
UA-SYR,0.0,88.0,21.14981
UA-TPA,0.0,292.0,21.705107
UA-TUL,0.0,116.0,18.371128
US-ABI,22.0,22.0,22.0
US-ABQ,0.0,135.0,22.87747
US-ALB,0.0,224.0,18.484407
US-ANC,0.0,83.0,21.721575
US-ATL,0.0,203.0,24.251877
US-AVL,0.0,74.0,16.925507
US-AVP,0.0,163.0,15.9007225
US-BGM,0.0,114.0,16.296482
US-BHM,0.0,132.0,15.626249
US-BOS,0.0,307.0,22.92297
US-BUR,0.0,113.0,18.8649
US-CAK,0.0,122.0,14.974335
US-CHS,0.0,197.0,16.678843
US-DCA,0.0,292.0,20.581226
US-DEN,0.0,184.0,21.045761
US-DTW,0.0,230.0,22.684912
US-EGE,0.0,118.0,26.93007
US-ELM,0.0,121.0,13.692745
US-ELP,0.0,92.0,21.585909
US-FAY,0.0,58.0,12.777935
US-FCA,8.0,33.0,15.761194
US-FLL,0.0,262.0,21.112045
US-GSO,0.0,210.0,19.16425
US-HNL,0.0,60.0,22.57516
US-HPN,0.0,217.0,19.278557
US-HSV,0.0,190.0,13.539295
US-IAD,0.0,215.0,22.592459
US-IAH,0.0,213.0,22.109808
US-IND,0.0,162.0,18.988058
US-ITH,0.0,87.0,15.948828
US-JAX,0.0,281.0,17.221529
US-JFK,0.0,278.0,40.592094
US-LAX,0.0,218.0,20.13237
US-LGA,0.0,320.0,28.49568
US-LGB,0.0,150.0,27.739838
US-LWB,0.0,29.0,13.670732
US-MCI,0.0,211.0,18.995855
US-MCO,0.0,206.0,19.958572
US-MDT,0.0,193.0,18.101381
US-MKE,0.0,140.0,19.680098
US-MSP,0.0,274.0,24.346977
US-MYR,0.0,190.0,16.4756
US-OGG,0.0,74.0,16.389841
US-OMA,0.0,91.0,19.915556
US-ONT,0.0,187.0,21.608202
US-ORF,0.0,183.0,17.340462
US-PBI,0.0,224.0,18.175837
US-PDX,0.0,128.0,17.62339
US-PHL,0.0,402.0,28.430882
US-PHX,0.0,334.0,23.822664
US-PIT,0.0,308.0,20.972889
US-PNS,0.0,176.0,15.981814
US-PVD,0.0,251.0,18.552076
US-RNO,0.0,102.0,17.85427
US-ROA,0.0,82.0,14.606676
US-ROC,0.0,163.0,18.700727
US-SAN,0.0,253.0,23.1125
US-SAV,0.0,163.0,16.791851
US-SBN,0.0,147.0,15.762011
US-SFO,0.0,172.0,22.566341
US-SJC,0.0,124.0,20.525616
US-SMF,0.0,119.0,18.075413
US-SNA,0.0,188.0,23.276592
US-STT,0.0,173.0,18.098495
US-STX,0.0,158.0,22.072926
US-SYR,0.0,167.0,19.243666
US-TPA,0.0,174.0,18.81805
US-TRI,0.0,83.0,12.220486
US-TUS,0.0,102.0,19.295397
US-TYS,0.0,34.0,14.022399
WN-ABQ,0.0,195.0,12.927151
WN-AUS,0.0,185.0,12.654341
WN-BHM,0.0,216.0,12.180065
WN-BUF,0.0,145.0,12.972235
WN-CLE,0.0,164.0,15.068743
WN-DEN,0.0,219.0,17.338015
WN-DTW,0.0,199.0,16.230173
WN-ELP,0.0,204.0,12.231484
WN-GEG,0.0,116.0,12.637825
WN-IND,0.0,152.0,14.816891
WN-LAS,0.0,195.0,17.789347
WN-LBB,0.0,164.0,10.64643
WN-LIT,0.0,97.0,11.074826
WN-MAF,0.0,105.0,10.682836
WN-MCO,0.0,212.0,14.653211
WN-MDW,0.0,262.0,15.627918
WN-OMA,0.0,128.0,12.74143
WN-ONT,0.0,191.0,12.268316
WN-ORF,0.0,176.0,12.896877
WN-PBI,0.0,154.0,13.833231
WN-PHL,0.0,320.0,25.499258
WN-PHX,0.0,243.0,15.338239
WN-PIT,0.0,209.0,17.477762
WN-RDU,0.0,172.0,13.6142235
WN-RNO,0.0,208.0,12.808406
WN-SAT,0.0,139.0,11.563782
WN-SJC,0.0,164.0,14.260195
WN-SLC,0.0,253.0,16.70408
WN-SNA,0.0,152.0,14.02073
WN-STL,0.0,203.0,14.232059
WN-TPA,0.0,152.0,14.069874
WN-TUL,0.0,145.0,11.495184
XE-ABE,0.0,187.0,19.917208
XE-ACK,0.0,221.0,26.211267
XE-AEX,0.0,203.0,21.650389
XE-ALB,0.0,265.0,24.962927
XE-AUS,0.0,143.0,19.61868
XE-BHM,0.0,317.0,23.696321
XE-BOI,0.0,104.0,19.497896
XE-BTV,0.0,309.0,25.229887
XE-BWI,0.0,195.0,24.654472
XE-CAE,0.0,185.0,23.827074
XE-CLE,0.0,232.0,22.94469
XE-CRP,0.0,253.0,21.994154
XE-DEN,0.0,97.0,23.379961
XE-ERI,0.0,60.0,16.266949
XE-EWR,0.0,419.0,33.138588
XE-FAT,0.0,138.0,14.8559475
XE-FLL,19.0,39.0,25.571428
XE-GPT,0.0,307.0,21.306465
XE-GRR,0.0,289.0,22.71487
XE-GSO,0.0,308.0,24.257172
XE-GSP,0.0,1470.0,21.71914
XE-HDN,0.0,74.0,22.901785
XE-HOU,0.0,51.0,22.523623
XE-HPN,0.0,206.0,23.17524
XE-HRL,0.0,211.0,21.72896
XE-HSV,0.0,271.0,23.527317
XE-IAD,0.0,329.0,30.76667
XE-IDA,6.0,43.0,16.432177
XE-IND,0.0,315.0,24.024097
XE-JAN,0.0,196.0,21.822044
XE-JAX,0.0,256.0,22.343021
XE-JFK,0.0,258.0,41.82496
XE-LAS,0.0,158.0,29.982927
XE-LAX,0.0,149.0,24.549046
XE-LCH,0.0,339.0,22.922432
XE-LEX,0.0,280.0,24.35112
XE-LGA,0.0,329.0,32.39337
XE-LRD,0.0,262.0,21.27991
XE-MCO,0.0,137.0,25.809444
XE-MEM,0.0,312.0,26.3763
XE-MFE,0.0,250.0,21.134373
XE-MGM,0.0,189.0,22.53582
XE-MLU,0.0,256.0,17.70719
XE-MOB,0.0,216.0,21.764332
XE-MRY,0.0,39.0,12.827291
XE-MSN,0.0,250.0,22.253283
XE-MSP,0.0,240.0,27.474201
XE-MSY,0.0,244.0,17.52148
XE-MTJ,0.0,112.0,23.721558
XE-ORD,0.0,258.0,26.170174
XE-ORF,0.0,318.0,22.696474
XE-PBI,0.0,170.0,21.138903
XE-PHX,0.0,215.0,24.354885
XE-PIT,0.0,299.0,28.261497
XE-PSP,0.0,95.0,21.0966
XE-PUB,23.0,49.0,36.0
XE-PVD,0.0,1450.0,24.291807
XE-PWM,0.0,357.0,25.156187
XE-RNO,0.0,135.0,22.662786
XE-ROC,0.0,293.0,24.339497
XE-RSW,0.0,161.0,22.432726
XE-SAT,0.0,132.0,18.050978
XE-SBN,0.0,75.0,20.522728
XE-SDF,0.0,280.0,23.658878
XE-SEA,0.0,121.0,29.345625
XE-SFO,0.0,133.0,31.480272
XE-SJC,0.0,142.0,27.369017
XE-SYR,0.0,285.0,25.314259
XE-TPA,0.0,81.0,22.018261
XE-TUS,0.0,204.0,18.757359
XE-TWF,5.0,5.0,5.0
XE-TXK,0.0,78.0,18.863636
XE-VCT,0.0,90.0,17.313852
XE-VPS,0.0,233.0,21.982096
XE-XNA,0.0,250.0,22.713999
YV-ATL,0.0,225.0,29.098087
YV-ATW,0.0,245.0,21.001713
YV-AUS,0.0,107.0,22.301346
YV-AVL,0.0,31.0,19.88889
YV-AVP,0.0,162.0,21.602459
YV-BFL,0.0,136.0,19.170235
YV-BIL,0.0,35.0,17.461538
YV-BOI,0.0,51.0,19.385113
YV-BTV,0.0,44.0,18.384615
YV-BUF,0.0,150.0,22.115053
YV-BUR,0.0,164.0,21.018696
YV-BWI,0.0,140.0,21.84963
YV-CAE,0.0,204.0,22.17935
YV-CHA,0.0,29.0,16.866667
YV-CHO,0.0,51.0,20.212122
YV-CHS,0.0,149.0,21.790077
YV-CLD,0.0,65.0,18.42629
YV-CLT,0.0,203.0,27.78697
YV-DAB,0.0,65.0,18.110859
YV-DEN,0.0,154.0,20.18099
YV-DRO,0.0,118.0,19.64397
YV-FAT,0.0,128.0,18.732367
YV-FSD,0.0,187.0,20.92531
YV-FWA,0.0,199.0,21.225994
YV-GNV,7.0,36.0,20.862068
YV-GRB,0.0,150.0,19.879984
YV-GRR,0.0,171.0,23.068834
YV-GSO,0.0,149.0,23.228426
YV-GSP,0.0,217.0,23.089462
YV-HDN,0.0,94.0,21.975025
YV-HNL,0.0,76.0,16.044016
YV-IND,0.0,80.0,22.330532
YV-JAC,0.0,101.0,21.76698
YV-JAN,0.0,29.0,18.652174
YV-JFK,0.0,206.0,34.031467
YV-KOA,0.0,103.0,14.489813
YV-LAN,0.0,221.0,22.233482
YV-LGB,0.0,144.0,23.594936
YV-LIH,0.0,42.0,13.8085985
YV-LIT,0.0,57.0,20.626263
YV-MEM,0.0,128.0,24.403559
YV-MFR,0.0,82.0,17.59032
YV-MHT,0.0,206.0,22.43472
YV-MOB,0.0,38.0,19.153086
YV-MSP,0.0,161.0,28.54778
YV-MSY,0.0,157.0,21.0875
YV-MYR,0.0,157.0,19.23799
YV-OGG,0.0,53.0,14.078934
YV-OKC,0.0,248.0,22.766129
YV-ORD,0.0,248.0,23.662067
YV-ORF,0.0,183.0,21.099922
YV-PDX,0.0,44.0,18.391304
YV-PHF,0.0,54.0,18.016575
YV-PHL,0.0,181.0,29.82046
YV-PSP,0.0,96.0,21.075125
YV-RIC,0.0,137.0,23.191893
YV-ROA,0.0,128.0,21.71234
YV-SAT,0.0,111.0,23.134747
YV-SAV,0.0,151.0,21.49304
YV-SBP,0.0,92.0,19.060043
YV-SFO,0.0,64.0,22.951063
YV-SJC,0.0,82.0,25.518625
YV-SRQ,0.0,87.0,19.87833
YV-STL,0.0,111.0,22.30687
YV-TLH,0.0,116.0,23.378641
YV-TRI,0.0,54.0,21.057142
YV-TUS,0.0,128.0,22.053497
YV-XNA,0.0,29.0,19.09091
YV-YUM,0.0,104.0,21.509684
9E-ABE,0.0,220.0,28.016666
9E-BDL,0.0,132.0,27.663113
9E-BHM,0.0,161.0,26.617708
9E-BOS,0.0,187.0,31.727518
9E-BTR,0.0,62.0,18.91587
9E-BUF,0.0,110.0,27.739857
9E-BWI,0.0,150.0,27.286884
9E-CAE,0.0,100.0,23.939842
9E-CID,0.0,109.0,27.071474
9E-CMH,0.0,165.0,24.366043
9E-CMX,0.0,72.0,24.158163
9E-COS,14.0,83.0,27.785715
9E-CRW,13.0,134.0,25.907766
9E-DAY,0.0,157.0,27.374205
9E-DFW,0.0,112.0,26.655361
9E-DSM,0.0,139.0,25.135887
9E-ELM,0.0,134.0,25.346476
9E-ERI,0.0,156.0,24.662169
9E-EVV,0.0,139.0,23.614668
9E-EWR,18.0,113.0,45.032608
9E-FCA,0.0,139.0,33.01953
9E-FLL,0.0,140.0,31.089226
9E-FWA,0.0,140.0,27.205587
9E-GLH,15.0,23.0,19.0
9E-GRB,0.0,117.0,24.986729
9E-GRR,0.0,241.0,26.555555
9E-GSO,0.0,167.0,27.522411
9E-GSP,0.0,127.0,23.786291
9E-GTF,0.0,111.0,25.114538
9E-HOU,12.0,138.0,27.390322
9E-HPN,0.0,263.0,31.659563
9E-HSV,0.0,132.0,23.262665
9E-IAH,0.0,282.0,28.93618
9E-IDA,0.0,101.0,27.734215
9E-IND,0.0,168.0,25.938868
9E-INL,0.0,104.0,19.15917
9E-ITH,14.0,97.0,34.0
9E-LAN,0.0,96.0,27.0673
9E-MBS,0.0,133.0,24.833899
9E-MCI,0.0,213.0,25.801306
9E-MDT,0.0,122.0,29.533903
9E-MDW,16.0,91.0,29.296875
9E-MGM,0.0,98.0,20.404125
9E-MHT,0.0,79.0,28.11039
9E-MIA,20.0,35.0,24.764706
9E-MLI,0.0,183.0,24.582905
9E-MOB,0.0,160.0,18.896885
9E-MSN,0.0,151.0,25.59982
9E-MSO,25.0,33.0,29.0
9E-MSP,0.0,222.0,26.57941
9E-MYR,0.0,73.0,27.225609
9E-ORD,19.0,93.0,37.944443
9E-ORF,0.0,155.0,28.528322
9E-PHL,0.0,220.0,36.63055
9E-PLN,0.0,108.0,25.515152
9E-RHI,0.0,91.0,17.918604
9E-RST,0.0,140.0,23.989096
9E-SAT,12.0,94.0,27.00969
9E-SAV,0.0,112.0,27.167347
9E-SBN,0.0,171.0,27.47134
9E-SGF,0.0,116.0,22.837475
9E-SHV,0.0,85.0,20.242489
9E-SRQ,14.0,41.0,24.65625
9E-STL,0.0,190.0,26.469484
9E-STX,20.0,61.0,32.652172
9E-SYR,15.0,56.0,36.207546
9E-TPA,17.0,35.0,25.625
9E-TRI,8.0,89.0,20.55814
9E-TUL,0.0,181.0,27.267359
9E-TYS,0.0,198.0,24.771564
AA-AMA,0.0,148.0,21.842201
AA-ATL,0.0,1087.0,29.424494
AA-BOS,0.0,1427.0,26.932453
AA-BTR,0.0,83.0,24.142857
AA-BUF,0.0,908.0,25.546902
AA-BUR,0.0,1010.0,29.859945
AA-CID,0.0,69.0,18.056337
AA-CLE,0.0,1046.0,25.156536
AA-CMH,0.0,946.0,22.962164
AA-COS,0.0,835.0,26.281414
AA-DAY,0.0,1047.0,25.50623
AA-DFW,0.0,1649.0,23.335693
AA-DRO,0.0,71.0,25.152542
AA-DSM,0.0,620.0,21.026651
AA-DTW,0.0,1033.0,27.51685
AA-GUC,0.0,122.0,26.683392
AA-HDN,0.0,146.0,30.711374
AA-HOU,0.0,1289.0,21.758226
AA-HSV,0.0,837.0,23.397192
AA-IAD,0.0,995.0,24.769003
AA-ISP,0.0,113.0,30.777779
AA-JAC,0.0,635.0,32.161182
AA-JFK,0.0,1590.0,37.07836
AA-LAS,0.0,1266.0,25.341536
AA-LGB,0.0,1028.0,26.39316
AA-LIT,0.0,609.0,20.085445
AA-MEM,0.0,441.0,24.69955
AA-MKE,0.0,187.0,23.356482
AA-OGG,0.0,1438.0,19.271656
AA-OKC,0.0,1013.0,22.945242
AA-OMA,0.0,904.0,23.678871
AA-ORD,0.0,1594.0,25.583931
AA-PDX,0.0,1579.0,24.700447
AA-PHL,0.0,999.0,31.440641
AA-PHX,0.0,1335.0,25.461786
AA-PIA,0.0,0.0,0.0
AA-PIT,0.0,980.0,26.806437
AA-RDU,0.0,1421.0,23.416924
AA-RIC,0.0,921.0,24.72278
AA-RNO,0.0,859.0,24.018534
AA-ROC,0.0,148.0,23.572466
AA-RST,0.0,619.0,20.989597
AA-SDF,0.0,1028.0,22.96037
AA-SEA,0.0,1179.0,25.009333
AA-SFO,0.0,1249.0,26.554008
AA-SMF,0.0,1015.0,24.047625
AA-SNA,0.0,970.0,25.26464
AA-STL,0.0,1438.0,24.430252
AA-SWF,0.0,917.0,21.89011
AA-SYR,0.0,932.0,26.087252
AA-TUL,0.0,1402.0,23.486515
AA-TUS,0.0,740.0,22.93814
AA-TYS,0.0,924.0,24.561724
AA-XNA,0.0,680.0,24.01091
AQ-RNO,0.0,89.0,17.478449
AQ-SNA,0.0,309.0,13.951891
AS-BET,0.0,63.0,10.061207
AS-BOS,0.0,185.0,30.479383
AS-BRW,0.0,40.0,7.9839716
AS-BUR,0.0,83.0,18.087614
AS-CDV,0.0,80.0,10.5625
AS-DEN,0.0,189.0,21.577177
AS-FAI,0.0,92.0,14.269393
AS-GST,0.0,1443.0,14.580872
AS-HNL,13.0,56.0,24.368946
AS-IAD,0.0,159.0,24.742846
AS-JNU,0.0,111.0,16.450964
AS-KOA,11.0,65.0,20.04651
AS-KTN,0.0,88.0,15.401352
AS-LGB,0.0,147.0,20.99019
AS-LIH,0.0,48.0,19.526932
AS-MCO,0.0,128.0,22.604557
