airline_origin,min_taxi,max_taxi,avg_taxi
AS-OAK,0.0,136.0,16.731047
AS-OGG,8.0,46.0,18.272251
AS-OME,0.0,65.0,9.539109
AS-ONT,0.0,95.0,17.19517
AS-OTZ,0.0,73.0,9.333814
AS-PDX,0.0,142.0,17.691618
AS-PSP,0.0,125.0,17.229534
AS-SCC,0.0,49.0,9.640325
AS-SEA,0.0,1452.0,21.148357
AS-SFO,0.0,132.0,21.068789
AS-SJC,0.0,1437.0,17.556473
AS-SMF,0.0,151.0,17.375458
AS-TUS,0.0,84.0,17.596554
AS-WRG,0.0,50.0,10.10572
AS-YAK,0.0,57.0,9.6620035
B6-ACK,0.0,143.0,22.437008
B6-ATL,13.0,246.0,22.985268
B6-BOS,0.0,308.0,25.888824
B6-BQN,0.0,84.0,19.216522
B6-BTV,0.0,268.0,22.063593
B6-BUF,0.0,308.0,20.59729
B6-EWR,0.0,352.0,32.45744
B6-HOU,0.0,469.0,23.518867
B6-LAX,21.0,32.0,26.5
B6-LGB,0.0,311.0,20.096498
B6-MCO,0.0,360.0,22.741405
B6-OAK,0.0,198.0,19.545206
B6-ONT,0.0,160.0,21.491957
B6-PHX,0.0,141.0,22.043554
B6-PSE,0.0,92.0,21.173687
B6-RDU,0.0,217.0,23.460161
B6-SAN,0.0,192.0,24.738869
B6-SJU,0.0,169.0,24.439087
B6-SMF,0.0,145.0,19.315355
B6-SWF,0.0,161.0,21.37407
B6-SYR,0.0,383.0,23.257256
CO-ABQ,0.0,183.0,21.383339
CO-AGS,13.0,45.0,24.428572
CO-AMA,22.0,24.0,23.0
CO-ANC,0.0,146.0,20.987194
CO-BDL,0.0,221.0,23.258837
CO-BHM,0.0,173.0,23.604097
CO-BNA,0.0,129.0,20.962479
CO-BOS,0.0,336.0,28.91781
CO-BQN,0.0,82.0,22.581156
CO-BRO,0.0,55.0,16.210356
CO-BTV,21.0,40.0,29.75
CO-CLE,0.0,296.0,24.887403
CO-CLT,0.0,250.0,27.9843
CO-CMH,0.0,233.0,24.05309
CO-DAY,17.0,17.0,17.0
CO-DFW,0.0,317.0,27.02266
CO-EGE,0.0,161.0,33.253796
CO-ELP,0.0,174.0,20.06793
CO-FLL,0.0,232.0,27.900642
CO-GPT,0.0,165.0,21.254047
CO-GUC,0.0,126.0,23.642857
CO-HDN,0.0,117.0,28.406809
CO-HNL,0.0,91.0,27.923119
CO-JAX,0.0,216.0,23.004599
CO-LAX,0.0,176.0,25.536287
CO-LBB,15.0,15.0,15.0
CO-LGA,0.0,316.0,33.249012
CO-MAF,12.0,21.0,16.25
CO-MEM,0.0,127.0,26.420168
CO-MFE,0.0,207.0,18.733225
CO-MHT,0.0,184.0,23.94335
CO-MSY,0.0,302.0,20.138716
CO-OGG,0.0,72.0,20.327103
CO-OKC,0.0,188.0,21.375057
CO-OMA,0.0,245.0,24.3099
CO-PBI,0.0,220.0,24.751448
CO-PHX,0.0,194.0,23.717531
CO-PIT,0.0,246.0,25.940126
CO-PVD,0.0,135.0,20.992416
CO-RIC,0.0,94.0,21.392633
CO-ROC,0.0,72.0,24.687151
CO-SAN,0.0,158.0,24.528336
CO-SAT,0.0,415.0,21.33671
CO-SDF,0.0,88.0,19.773912
CO-SEA,0.0,189.0,23.157047
CO-SFO,0.0,215.0,24.715708
CO-SJC,0.0,214.0,23.222921
CO-SJU,0.0,212.0,26.02065
CO-SLC,0.0,172.0,26.182161
CO-SMF,0.0,108.0,21.282486
CO-SNA,0.0,262.0,24.251707
CO-TUL,0.0,174.0,20.903902
CO-XNA,13.0,24.0,20.0
DH-ACY,0.0,74.0,14.804396
DH-ATL,0.0,160.0,24.403877
DH-AUS,0.0,93.0,23.754099
DH-AVL,0.0,97.0,12.732558
DH-BDL,0.0,176.0,20.704397
DH-BUF,0.0,187.0,19.725567
DH-BWI,0.0,65.0,19.6
DH-CHA,0.0,88.0,14.116279
DH-CLT,0.0,152.0,23.158947
DH-COS,0.0,118.0,28.412338
DH-CRW,0.0,156.0,15.968773
DH-CVG,0.0,543.0,18.1134
DH-DSM,0.0,106.0,22.413546
DH-DTW,0.0,174.0,20.89088
DH-EWR,0.0,314.0,24.063095
DH-FAR,0.0,159.0,26.950165
DH-GSO,0.0,145.0,18.940912
DH-GSP,0.0,149.0,19.193142
DH-IAD,0.0,687.0,22.755749
DH-ICT,0.0,178.0,27.011236
DH-JAX,0.0,188.0,21.2954
DH-LAX,16.0,56.0,28.509203
DH-LEX,0.0,213.0,22.336723
DH-LGA,0.0,277.0,25.638947
DH-MCO,0.0,201.0,20.577267
DH-MDW,0.0,109.0,17.84994
DH-MKE,0.0,108.0,15.843632
DH-OKC,0.0,194.0,28.424137
DH-ORF,0.0,936.0,19.658789
DH-PBI,0.0,101.0,22.345098
DH-PHL,0.0,198.0,20.945246
DH-PIA,0.0,139.0,23.102623
DH-PIT,0.0,146.0,20.189646
DH-PVD,0.0,192.0,23.442705
DH-PWM,0.0,245.0,21.741615
DH-RIC,0.0,94.0,15.5913925
DH-SAV,0.0,514.0,21.00463
DH-SBN,0.0,810.0,17.395649
DH-SCE,0.0,248.0,13.839902
DH-SDF,0.0,162.0,18.904638
DH-SGF,0.0,116.0,21.501099
DH-SJC,16.0,40.0,23.226562
DH-STL,0.0,171.0,27.72451
DH-SWF,0.0,121.0,18.230116
DH-SYR,0.0,170.0,20.718248
DH-TRI,0.0,96.0,13.309299
DL-ABQ,0.0,240.0,21.243235
DL-AGS,0.0,80.0,20.267069
DL-ANC,0.0,161.0,23.464579
DL-AUS,0.0,193.0,21.439226
DL-BDL,0.0,256.0,23.109884
DL-BOI,0.0,105.0,19.107418
DL-BUF,0.0,184.0,23.41524
DL-BZN,0.0,139.0,18.55165
DL-CAE,0.0,136.0,22.915573
DL-CMH,0.0,283.0,21.101957
DL-CVG,0.0,384.0,23.909819
DL-DAB,0.0,137.0,22.37671
DL-DCA,0.0,265.0,23.800388
DL-DEN,0.0,337.0,24.43082
DL-DFW,0.0,318.0,27.944862
DL-DTW,0.0,249.0,26.55489
DL-FAI,0.0,81.0,20.551723
DL-GSO,0.0,190.0,24.476902
DL-GSP,0.0,173.0,23.795256
DL-GUC,0.0,62.0,24.951923
DL-HNL,0.0,144.0,25.775263
DL-HOU,0.0,215.0,21.8922
DL-IAD,0.0,272.0,25.866999
DL-IAH,0.0,196.0,26.156876
DL-JAN,0.0,142.0,20.101435
DL-JAX,0.0,274.0,23.960503
DL-JFK,0.0,430.0,42.237923
DL-KOA,0.0,54.0,22.1825
DL-LAS,0.0,266.0,25.71429
DL-LAX,0.0,259.0,26.749474
DL-LIH,6.0,53.0,23.865591
DL-MCI,0.0,212.0,23.018559
DL-MCO,0.0,1441.0,23.730194
DL-MDT,0.0,62.0,17.857538
DL-MDW,0.0,220.0,26.753517
DL-MEM,0.0,156.0,24.096197
DL-MIA,0.0,208.0,27.243294
DL-MKE,0.0,155.0,22.741837
DL-MLU,0.0,111.0,16.484201
DL-MOB,0.0,171.0,19.839115
DL-MSO,0.0,66.0,15.372903
DL-MSP,0.0,567.0,27.39521
DL-MTJ,0.0,71.0,29.302326
DL-MYR,0.0,51.0,20.904041
DL-OAK,0.0,142.0,22.133617
DL-OKC,0.0,201.0,20.62326
DL-OMA,0.0,123.0,21.635197
DL-ONT,0.0,169.0,22.03178
DL-ORD,0.0,1441.0,28.620506
DL-ORF,0.0,171.0,22.159822
DL-PDX,0.0,279.0,20.931623
DL-PHF,0.0,137.0,22.588755
DL-PHL,0.0,296.0,32.948753
DL-PHX,0.0,271.0,26.007029
DL-RIC,0.0,1532.0,22.456749
DL-RNO,0.0,181.0,21.100742
DL-SAT,0.0,233.0,21.568066
DL-SDF,0.0,213.0,21.374018
DL-SFO,0.0,300.0,26.318354
DL-SHV,0.0,132.0,17.528105
DL-SJC,0.0,452.0,21.494366
DL-SJU,0.0,235.0,26.551514
DL-SLC,0.0,603.0,26.370584
DL-SMF,0.0,421.0,20.478226
DL-SNA,0.0,230.0,24.363495
DL-STX,0.0,70.0,23.027273
DL-TUL,0.0,108.0,20.776754
DL-TUS,0.0,161.0,20.57534
DL-VPS,0.0,126.0,22.893618
EV-ABI,17.0,1451.0,380.25
EV-ABY,0.0,1454.0,18.281353
EV-ALB,0.0,1468.0,26.666494
EV-AMA,0.0,89.0,15.86624
EV-ATL,0.0,1704.0,53.445393
EV-ATW,0.0,1472.0,22.705969
EV-AZO,0.0,161.0,19.714111
EV-BDL,0.0,76.0,21.95139
EV-BGR,0.0,94.0,22.536144
EV-BIL,0.0,54.0,14.059081
EV-BNA,0.0,1501.0,26.98198
EV-BOI,0.0,48.0,16.53002
EV-BQK,0.0,1466.0,18.758785
EV-BTR,0.0,1488.0,21.115309
EV-BWI,0.0,1553.0,41.126553
EV-CAE,0.0,1500.0,23.942371
EV-CAK,0.0,1468.0,24.590689
EV-CHA,0.0,1473.0,19.574665
EV-CHO,0.0,1465.0,19.440418
EV-CHS,0.0,143.0,20.432146
EV-CID,0.0,1451.0,28.49809
EV-CLE,0.0,1508.0,27.567871
EV-CLT,0.0,1499.0,28.843397
EV-CMH,9.0,141.0,22.488817
EV-CMI,0.0,75.0,23.97807
EV-CRW,0.0,1476.0,22.832104
EV-CSG,0.0,1465.0,17.824734
EV-DAB,0.0,1453.0,21.761078
EV-DAL,0.0,83.0,21.914352
EV-DAY,0.0,1465.0,22.174948
EV-DSM,0.0,1473.0,23.781666
EV-ELP,0.0,1460.0,21.022995
EV-EYW,0.0,1465.0,20.862923
EV-FLO,0.0,1451.0,18.4582
EV-FNT,0.0,1476.0,23.288588
EV-FSM,0.0,113.0,23.794466
EV-FWA,0.0,1524.0,25.13313
EV-GNV,0.0,1525.0,19.79828
EV-GPT,0.0,1510.0,24.469873
EV-GRK,0.0,149.0,24.588593
EV-GSO,0.0,1492.0,31.764635
EV-GSP,0.0,1496.0,23.483593
EV-HHH,0.0,104.0,22.161074
EV-HKY,0.0,130.0,17.194445
EV-HPN,0.0,1583.0,28.267832
EV-HTS,0.0,73.0,16.287128
EV-IAH,0.0,1629.0,26.630686
EV-ILG,0.0,130.0,24.086275
EV-IND,0.0,167.0,23.178673
EV-ISO,0.0,1460.0,21.958895
EV-JAC,0.0,92.0,16.297222
EV-JAX,0.0,1465.0,24.992987
EV-JFK,0.0,1500.0,33.206776
EV-LAN,0.0,1454.0,20.76006
EV-LAW,11.0,116.0,22.65543
EV-LAX,0.0,1460.0,23.943108
EV-LGA,0.0,1558.0,73.92509
EV-LYH,0.0,130.0,17.236828
EV-MAF,0.0,54.0,13.727273
EV-MCN,0.0,1455.0,20.71297
EV-MCO,0.0,1465.0,21.030283
EV-MDT,0.0,1470.0,23.156889
EV-MDW,0.0,1549.0,31.1502
EV-MEM,0.0,1468.0,24.772943
EV-MFE,0.0,84.0,23.74398
EV-MGM,0.0,1475.0,21.364676
EV-MIA,11.0,158.0,22.140968
EV-MLB,0.0,1495.0,23.036892
EV-MOB,0.0,1469.0,21.448235
EV-MSP,0.0,1491.0,32.59589
EV-MSY,0.0,1493.0,25.004196
EV-MYR,0.0,1479.0,22.19826
EV-OKC,0.0,1466.0,21.103943
EV-OMA,0.0,1472.0,25.773977
EV-ORF,0.0,1468.0,22.066422
EV-PBI,0.0,62.0,19.307444
EV-PHF,0.0,1507.0,24.100517
EV-PVD,0.0,1464.0,26.398195
EV-PWM,0.0,1488.0,25.388153
EV-RNO,0.0,1456.0,18.479553
EV-SBN,0.0,1468.0,21.769434
EV-SCE,0.0,89.0,26.263323
EV-SDF,0.0,1458.0,22.019205
EV-SEA,0.0,62.0,20.510948
EV-SFO,0.0,101.0,26.567385
EV-SHV,0.0,1485.0,23.076277
EV-SJC,0.0,1445.0,23.11017
EV-SLC,0.0,1528.0,43.458958
EV-SWF,0.0,136.0,25.726606
EV-SYR,0.0,177.0,24.064173
EV-TLH,0.0,1477.0,21.907686
EV-TRI,0.0,1477.0,20.60165
EV-TUP,0.0,194.0,18.127853
EV-TUS,0.0,1462.0,22.439272
EV-TVC,3.0,66.0,22.731958
EV-TXK,0.0,39.0,13.125
EV-TYR,16.0,16.0,16.0
EV-TYS,0.0,1485.0,24.136246
EV-XNA,0.0,1483.0,26.828333
F9-ABQ,0.0,157.0,18.111153
F9-ANC,0.0,74.0,18.103132
F9-BNA,0.0,160.0,20.430504
F9-BOI,14.0,105.0,22.431767
F9-BTR,17.0,17.0,17.0
F9-BWI,0.0,161.0,23.540298
F9-BZN,18.0,18.0,18.0
F9-DAY,0.0,93.0,20.33715
F9-DCA,0.0,170.0,25.032494
F9-DEN,0.0,249.0,20.499594
F9-DFW,0.0,245.0,23.18986
F9-FAT,0.0,85.0,17.06962
F9-FLL,0.0,208.0,24.42293
F9-GEG,11.0,106.0,19.64876
F9-IAH,0.0,121.0,23.137472
F9-JAC,12.0,35.0,21.0
F9-JAX,0.0,66.0,21.996988
F9-LAS,0.0,127.0,23.63586
F9-LAX,0.0,111.0,20.108324
F9-MCI,0.0,143.0,19.167982
F9-MEM,0.0,77.0,22.870213
F9-MKE,0.0,144.0,21.595917
F9-MSP,0.0,163.0,25.372799
F9-OKC,0.0,51.0,17.45609
F9-OMA,0.0,107.0,20.633528
F9-PBI,12.0,75.0,20.929077
F9-PDX,0.0,98.0,19.089739
F9-PHL,0.0,276.0,35.482704
F9-SAT,0.0,59.0,17.283684
F9-SDF,0.0,101.0,21.722105
F9-SEA,0.0,146.0,21.936535
F9-SFO,0.0,112.0,23.18507
F9-SJC,0.0,123.0,20.061829
F9-SLC,0.0,187.0,23.697489
F9-SMF,0.0,109.0,18.479614
F9-SNA,0.0,182.0,22.14607
F9-TUL,0.0,32.0,17.263159
F9-TUS,0.0,92.0,18.123737
FL-ATL,0.0,969.0,23.985296
FL-BMI,0.0,253.0,19.844374
FL-BOS,0.0,1398.0,25.134369
FL-BTV,10.0,84.0,18.151686
FL-BUF,0.0,165.0,22.340271
FL-BWI,0.0,226.0,20.511786
FL-DAB,0.0,78.0,20.116823
FL-DCA,0.0,207.0,24.899088
FL-DFW,0.0,335.0,25.156624
FL-DTW,0.0,204.0,21.978489
FL-FLL,0.0,210.0,23.516367
FL-FNT,0.0,186.0,18.799376
FL-GSO,0.0,109.0,22.815832
FL-HPN,0.0,290.0,22.580282
FL-IAD,0.0,253.0,25.04284
FL-ICT,0.0,158.0,21.204884
FL-JAX,0.0,162.0,20.782463
FL-LAX,0.0,129.0,20.93034
FL-LGA,0.0,300.0,32.263424
FL-MCI,0.0,159.0,21.280788
FL-MCO,0.0,209.0,20.665548
FL-MLI,0.0,191.0,20.601439
FL-MSP,0.0,280.0,23.81522
FL-PNS,0.0,188.0,19.184278
FL-ROC,0.0,179.0,20.70754
FL-RSW,0.0,186.0,19.78691
FL-SAN,0.0,92.0,23.711456
FL-SAV,0.0,114.0,20.197952
FL-SJU,11.0,75.0,21.485374
FL-SRQ,0.0,775.0,19.119602
FL-STL,0.0,216.0,22.99052
FL-SWF,0.0,201.0,20.676853
FL-TLH,0.0,71.0,16.642511
HA-ITO,0.0,1444.0,11.913527
HA-KOA,0.0,1403.0,12.218361
HA-LAX,0.0,56.0,18.924555
HA-LIH,0.0,1443.0,9.581511
HA-LNY,0.0,1441.0,92.55017
HA-MKK,0.0,14.0,7.0659723
HA-OGG,0.0,1441.0,12.131433
HA-ONT,10.0,38.0,17.866667
HA-PDX,0.0,76.0,19.261906
HA-PIT,12.0,12.0,12.0
HA-SAN,0.0,69.0,20.905727
HA-SFO,0.0,208.0,21.014317
HP-ANC,0.0,72.0,19.684538
HP-BDL,0.0,159.0,25.02337
HP-BUR,0.0,147.0,17.523079
HP-BWI,0.0,230.0,22.187883
HP-CLE,0.0,180.0,23.920702
HP-CMH,0.0,175.0,18.876497
HP-DCA,0.0,1478.0,21.462788
HP-DFW,0.0,226.0,20.292355
HP-DSM,0.0,73.0,18.001654
HP-EWR,0.0,1459.0,32.259857
HP-FCA,7.0,42.0,15.531646
HP-FLL,0.0,132.0,24.294046
HP-IAD,0.0,289.0,25.781128
HP-LAS,0.0,1318.0,23.234447
HP-LGB,0.0,134.0,19.866934
HP-MIA,0.0,162.0,25.47532
HP-MSY,0.0,85.0,22.805422
HP-OAK,0.0,138.0,17.58621
HP-OMA,0.0,205.0,19.157255
HP-ONT,0.0,188.0,18.481936
HP-ORD,0.0,262.0,24.324562
HP-PHX,0.0,1463.0,22.583162
HP-PIT,0.0,90.0,27.0781
HP-PSP,0.0,52.0,18.172413
HP-RDU,0.0,117.0,22.266647
HP-RSW,0.0,122.0,16.848806
HP-SAN,0.0,201.0,22.13199
HP-SAT,0.0,111.0,20.14294
HP-SEA,0.0,193.0,18.023014
HP-SLC,0.0,155.0,18.551044
HP-SNA,0.0,200.0,18.942856
MQ-ABI,0.0,356.0,18.843264
MQ-AEX,0.0,198.0,21.7
MQ-ALB,0.0,1007.0,25.363516
MQ-AMA,0.0,948.0,19.056616
MQ-ATL,0.0,195.0,29.784624
MQ-AUS,0.0,256.0,15.156175
MQ-AZO,0.0,953.0,20.03363
MQ-BDL,0.0,997.0,19.89473
MQ-BHM,0.0,156.0,25.682486
MQ-BMI,0.0,408.0,20.720116
MQ-BNA,0.0,923.0,19.904524
MQ-BOI,0.0,752.0,28.819565
MQ-BTV,0.0,326.0,22.226667
MQ-CHS,0.0,118.0,21.00072
MQ-CID,0.0,1006.0,20.343506
MQ-CRP,0.0,896.0,18.201637
MQ-CVG,0.0,1010.0,25.000229
MQ-DRO,0.0,607.0,25.40678
MQ-DSM,0.0,953.0,21.332577
MQ-DTW,0.0,662.0,26.428753
MQ-EVV,0.0,973.0,20.982933
MQ-FLL,0.0,124.0,21.124598
MQ-FWA,0.0,930.0,20.651842
MQ-GRK,0.0,193.0,18.07195
MQ-HOU,0.0,894.0,21.389734
MQ-HSV,0.0,929.0,20.94806
MQ-IAH,0.0,1002.0,25.230726
MQ-ISP,0.0,118.0,16.709154
MQ-LAW,0.0,1042.0,21.160673
MQ-LAX,0.0,1445.0,21.73963
MQ-LIT,0.0,1027.0,21.500643
MQ-LNK,0.0,141.0,24.211267
MQ-LRD,0.0,983.0,18.79369
MQ-MCO,0.0,1006.0,20.269167
MQ-MDT,0.0,905.0,22.472021
MQ-MEM,0.0,944.0,23.389341
MQ-MIA,0.0,877.0,20.369377
MQ-MLI,0.0,920.0,20.504349
MQ-MLU,0.0,102.0,21.80306
MQ-MRY,0.0,1038.0,18.945583
MQ-MSP,0.0,405.0,26.873243
MQ-MTJ,0.0,93.0,20.039944
MQ-OKC,0.0,679.0,22.606556
MQ-ORD,0.0,1537.0,22.296022
MQ-ORH,0.0,429.0,18.746479
MQ-PNS,0.0,126.0,18.856892
MQ-PSP,0.0,1001.0,17.052624
MQ-RDU,0.0,1525.0,21.28832
MQ-RST,0.0,362.0,19.988527
MQ-RSW,0.0,173.0,20.203526
MQ-SAT,0.0,83.0,13.673046
MQ-SBP,0.0,992.0,19.54196
MQ-SJC,0.0,1000.0,19.116285
MQ-SJU,0.0,34.0,15.910112
MQ-SNA,0.0,808.0,16.51724
MQ-SPS,0.0,948.0,22.486557
MQ-STL,0.0,238.0,21.017246
MQ-TLH,7.0,63.0,19.402061
MQ-TOL,0.0,952.0,20.527983
MQ-TVC,0.0,957.0,18.825037
MQ-TYR,0.0,151.0,21.202831
MQ-VPS,0.0,169.0,21.723555
NW-ALB,0.0,187.0,23.706793
NW-ANC,0.0,133.0,24.35582
NW-BHM,0.0,177.0,20.210789
NW-BIS,0.0,149.0,16.5473
NW-BNA,0.0,157.0,21.674778
NW-BOI,0.0,134.0,23.541111
NW-BTR,0.0,167.0,18.33634
NW-CHS,0.0,54.0,22.127571
NW-CID,0.0,210.0,16.700998
NW-CLT,0.0,202.0,26.095259
NW-COS,0.0,171.0,24.346567
NW-CVG,0.0,153.0,23.556845
NW-DAY,0.0,187.0,21.441517
NW-DLH,0.0,193.0,18.0056
NW-DSM,0.0,141.0,19.393751
NW-EGE,0.0,154.0,28.123884
NW-FAI,0.0,79.0,23.094034
NW-FCA,0.0,97.0,17.689724
NW-FSD,0.0,185.0,20.124077
NW-GEG,0.0,144.0,22.009233
NW-GRB,0.0,151.0,21.85141
NW-GSP,0.0,110.0,22.995092
NW-GTF,0.0,92.0,14.763744
NW-HLN,0.0,97.0,13.681073
NW-HPN,0.0,158.0,23.365282
NW-IAH,0.0,207.0,25.225256
NW-ICT,0.0,77.0,13.512605
NW-JAC,0.0,169.0,28.01308
NW-JAX,0.0,132.0,22.750692
NW-JFK,0.0,292.0,36.347958
NW-LAN,0.0,177.0,19.868841
NW-LAS,0.0,171.0,25.729935
NW-LAX,0.0,172.0,24.057615
NW-LIT,0.0,147.0,19.117064
NW-MDT,0.0,174.0,22.80159
NW-MDW,0.0,219.0,24.548536
NW-MEM,0.0,199.0,22.69347
NW-MOT,0.0,293.0,17.010271
NW-MSO,0.0,148.0,20.379005
NW-MSY,0.0,162.0,19.529694
NW-PBI,0.0,139.0,24.337576
NW-PDX,0.0,190.0,23.352673
NW-PHX,0.0,162.0,26.532074
NW-PLN,19.0,26.0,23.333334
NW-PVD,0.0,217.0,23.215786
NW-PWM,0.0,138.0,23.430647
NW-RAP,0.0,154.0,17.398283
NW-RNO,0.0,107.0,22.361628
NW-RST,0.0,153.0,16.711916
NW-RSW,0.0,277.0,23.916115
NW-SAN,0.0,137.0,25.875055
NW-SFO,0.0,135.0,25.053509
NW-SJC,0.0,152.0,22.178333
NW-SJU,0.0,138.0,30.596539
NW-SNA,0.0,168.0,24.332531
NW-STL,0.0,195.0,23.99079
NW-STT,12.0,39.0,23.69697
NW-SUX,0.0,77.0,14.74422
NW-TPA,0.0,220.0,23.129377
NW-TVC,0.0,141.0,23.202421
NW-VPS,0.0,161.0,18.573135
NW-XNA,0.0,114.0,18.660624
OH-ABE,0.0,1457.0,25.68441
OH-ABY,0.0,1376.0,101.65
OH-ACK,18.0,86.0,33.214287
OH-ATW,0.0,1456.0,24.780346
OH-AUS,0.0,1449.0,21.015537
OH-AZO,0.0,1455.0,17.086452
OH-BDL,0.0,221.0,22.349356
OH-BHM,0.0,1515.0,20.443401
OH-BOS,0.0,1508.0,28.706114
OH-BTR,0.0,111.0,20.342703
OH-BTV,0.0,1513.0,27.499258
OH-BWI,0.0,1538.0,26.036186
OH-CAE,0.0,1460.0,22.203962
OH-CHS,0.0,1460.0,22.844494
OH-CLE,0.0,1492.0,26.913038
OH-CLT,0.0,1480.0,31.264893
OH-CMH,0.0,1454.0,21.832188
OH-COS,0.0,1461.0,27.32686
OH-DAB,0.0,1466.0,26.937922
OH-DFW,0.0,1453.0,23.309774
OH-DSM,0.0,1470.0,21.464182
OH-ERI,0.0,1499.0,23.687263
OH-EVV,0.0,1549.0,21.422007
OH-FLL,0.0,1471.0,27.782198
OH-FSD,0.0,1454.0,17.27956
OH-FWA,0.0,1500.0,19.959538
OH-GNV,13.0,13.0,13.0
OH-GRB,0.0,2844.0,21.913595
OH-GRR,0.0,1597.0,24.033474
OH-GSO,0.0,1463.0,24.133215
OH-HSV,0.0,1464.0,23.705702
OH-HVN,0.0,1450.0,20.116528
OH-IAD,0.0,1522.0,29.295311
OH-ILM,0.0,1445.0,19.304533
OH-IND,0.0,1455.0,23.772682
OH-JAN,0.0,1454.0,20.213072
OH-MCI,0.0,1456.0,21.403212
OH-MCN,10.0,22.0,16.333334
OH-MCO,0.0,1505.0,23.5157
OH-MDT,0.0,1610.0,24.047976
OH-MDW,0.0,1478.0,32.99229
OH-MEM,0.0,2751.0,23.482166
OH-MHT,0.0,1449.0,23.893747
OH-MIA,0.0,1457.0,24.705896
OH-MLI,0.0,1633.0,26.723274
OH-MOB,0.0,46.0,25.48515
OH-MSP,0.0,1580.0,29.0159
OH-MSY,0.0,1451.0,24.123756
OH-OKC,0.0,1610.0,21.348297
OH-ORF,0.0,1458.0,25.841816
OH-PFN,0.0,1447.0,17.837729
OH-PHF,0.0,87.0,19.501493
OH-PHX,0.0,1316.0,30.146852
OH-PIT,0.0,1463.0,25.023485
OH-PNS,0.0,98.0,16.211552
OH-RDU,0.0,1541.0,24.909252
OH-ROC,0.0,1560.0,31.875528
OH-RSW,0.0,209.0,20.474415
OH-SAT,0.0,1454.0,21.412537
OH-SBN,0.0,1542.0,20.012081
OH-SCE,0.0,1456.0,19.745258
OH-SDF,0.0,2829.0,23.31739
OH-SEA,0.0,1229.0,34.532608
OH-SHV,0.0,1444.0,29.793156
OH-SLC,0.0,2831.0,73.39709
OH-SRQ,0.0,1480.0,22.961145
OH-SYR,0.0,1547.0,24.67781
OH-TPA,0.0,1454.0,21.672733
OH-TRI,0.0,1463.0,20.004261
OH-TTN,0.0,171.0,22.875437
OH-TUL,0.0,1454.0,20.653654
OH-TYS,0.0,1466.0,22.593964
OH-VPS,0.0,1462.0,36.610466
OO-ABE,0.0,168.0,21.749815
OO-ACT,0.0,81.0,14.262433
OO-ALB,0.0,149.0,23.204494
OO-AMA,17.0,17.0,17.0
OO-ASE,0.0,198.0,19.911009
OO-AVP,0.0,131.0,23.570288
OO-AZO,0.0,197.0,23.06602
OO-BDL,0.0,99.0,17.342691
OO-BHM,0.0,190.0,22.88664
OO-BNA,0.0,255.0,22.315521
OO-BOI,0.0,297.0,16.71254
OO-BTM,0.0,130.0,14.892146
OO-BTR,15.0,15.0,15.0
OO-BTV,0.0,164.0,22.657728
OO-BUF,0.0,151.0,25.030495
OO-BZN,0.0,206.0,19.120417
OO-CAK,0.0,143.0,26.546543
OO-CDC,0.0,167.0,13.274194
OO-CEC,0.0,120.0,13.461746
OO-CLL,0.0,121.0,14.659907
OO-CMH,0.0,138.0,20.176905
OO-COS,0.0,263.0,21.96445
OO-CRW,0.0,253.0,22.77823
OO-DAB,0.0,76.0,23.492064
OO-DAY,0.0,155.0,25.472181
OO-DFW,0.0,1466.0,24.086315
OO-DTW,0.0,273.0,27.864368
OO-ELP,0.0,148.0,18.424885
OO-EUG,0.0,181.0,14.522415
OO-FLL,0.0,36.0,25.805195
OO-FNT,6.0,57.0,14.711063
OO-FSD,0.0,177.0,20.86826
OO-FWA,0.0,189.0,22.9432
OO-GEG,0.0,142.0,14.086546
OO-GJT,0.0,1050.0,14.674051
OO-GRR,0.0,220.0,20.88247
OO-GTF,0.0,157.0,15.796055
OO-GUC,0.0,160.0,30.79227
OO-HOU,0.0,139.0,23.647202
OO-IND,0.0,209.0,23.606922
OO-LAS,0.0,664.0,17.893915
OO-LAX,0.0,1451.0,17.590992
OO-LEX,0.0,216.0,23.879438
OO-LIT,0.0,113.0,20.827833
OO-LMT,4.0,76.0,17.56504
OO-LNK,0.0,180.0,19.909254
OO-MBS,0.0,192.0,23.38567
OO-MKG,6.0,35.0,12.566667
OO-MRY,0.0,485.0,15.284818
OO-MSN,0.0,235.0,22.728798
OO-MSO,0.0,136.0,16.902533
OO-MSP,0.0,198.0,23.236528
OO-OKC,0.0,218.0,19.355309
OO-ONT,0.0,183.0,17.399048
OO-ORD,0.0,1344.0,24.373045
OO-ORF,0.0,189.0,22.382927
OO-PDX,0.0,1095.0,12.681627
OO-PIA,0.0,272.0,23.215414
OO-PUB,0.0,14.0,9.0
OO-PVU,0.0,0.0,0.0
OO-PWM,0.0,153.0,27.483871
OO-RDU,0.0,110.0,22.477316
OO-RKS,7.0,161.0,17.01266
OO-RNO,0.0,628.0,15.932248
OO-SAN,0.0,121.0,16.235502
OO-SBA,0.0,170.0,14.963432
OO-SDF,0.0,201.0,24.768223
OO-SGF,0.0,219.0,20.927187
OO-SGU,0.0,505.0,14.504544
OO-SJT,0.0,77.0,14.613729
OO-SPI,0.0,229.0,21.484009
OO-STL,0.0,139.0,22.221252
OO-TUL,0.0,186.0,19.691517
OO-TUS,0.0,187.0,17.606556
OO-TVC,0.0,249.0,21.939478
